3. Zeile und 66.Spalte, Wert:184063.7546819832
3. Zeile und 67.Spalte, Wert:183689.40843150317
3. Zeile und 68.Spalte, Wert:183960.6929919594
3. Zeile und 69.Spalte, Wert:183626.28769928732
3. Zeile und 70.Spalte, Wert:183890.19249911053
3. Zeile und 71.Spalte, Wert:184198.0652964586
3. Zeile und 72.Spalte, Wert:206087.9942159125
3. Zeile und 73.Spalte, Wert:183695.37223307343
3. Zeile und 74.Spalte, Wert:183899.47955960323
3. Zeile und 75.Spalte, Wert:183738.61849497037
3. Zeile und 76.Spalte, Wert:184042.43890565386
3. Zeile und 77.Spalte, Wert:184069.2444271476
3. Zeile und 78.Spalte, Wert:184021.98289892732
3. Zeile und 79.Spalte, Wert:183794.84304381607
3. Zeile und 80.Spalte, Wert:183641.6791614274
3. Zeile und 81.Spalte, Wert:183891.8499063921
3. Zeile und 82.Spalte, Wert:183679.17332430248
3. Zeile und 83.Spalte, Wert:183660.20848829142
3. Zeile und 84.Spalte, Wert:183571.25121509234
3. Zeile und 85.Spalte, Wert:183566.62746141496
3. Zeile und 86.Spalte, Wert:184595.8456946781
3. Zeile und 87.Spalte, Wert:183586.72958884152
3. Zeile und 88.Spalte, Wert:184210.77265325334
3. Zeile und 89.Spalte, Wert:183698.61433779413
3. Zeile und 90.Spalte, Wert:183971.77115810954
3. Zeile und 91.Spalte, Wert:184201.99699277466
3. Zeile und 92.Spalte, Wert:183688.27225163666
3. Zeile und 93.Spalte, Wert:184500.53357732875
3. Zeile und 94.Spalte, Wert:183661.85805683729
3. Zeile und 95.Spalte, Wert:183900.07666370415
3. Zeile und 96.Spalte, Wert:183990.57524993227
3. Zeile und 97.Spalte, Wert:183886.2689393755
3. Zeile und 98.Spalte, Wert:183603.45522210302
3. Zeile und 99.Spalte, Wert:183959.8523934771
3. Zeile und 100.Spalte, Wert:183899.7567866745
4. Zeile und 0.Spalte, Wert:171663.7941179553
4. Zeile und 1.Spalte, Wert:172953.49181335478
4. Zeile und 2.Spalte, Wert:172518.82197044298
4. Zeile und 3.Spalte, Wert:172919.92237672943
4. Zeile und 4.Spalte, Wert:172991.96929565608
4. Zeile und 5.Spalte, Wert:172720.4578820729
4. Zeile und 6.Spalte, Wert:174037.00653831224
4. Zeile und 7.Spalte, Wert:173030.65152739454
4. Zeile und 8.Spalte, Wert:173752.64069626032
4. Zeile und 9.Spalte, Wert:174110.80871012792
4. Zeile und 10.Spalte, Wert:174421.03065861264
4. Zeile und 11.Spalte, Wert:175382.40326771862
4. Zeile und 12.Spalte, Wert:174683.83577458607
4. Zeile und 13.Spalte, Wert:176040.44572635385
4. Zeile und 14.Spalte, Wert:176330.75286376817
4. Zeile und 15.Spalte, Wert:176424.1566767096
4. Zeile und 16.Spalte, Wert:176535.8797694391
4. Zeile und 17.Spalte, Wert:177609.04005210125
4. Zeile und 18.Spalte, Wert:178260.1181380372
4. Zeile und 19.Spalte, Wert:177036.6834504507
4. Zeile und 20.Spalte, Wert:177492.95489729906
4. Zeile und 21.Spalte, Wert:177316.39709045767
4. Zeile und 22.Spalte, Wert:177881.16495113214
4. Zeile und 23.Spalte, Wert:178049.18327698234
4. Zeile und 24.Spalte, Wert:177606.50233832086
4. Zeile und 25.Spalte, Wert:179315.45355581815
4. Zeile und 26.Spalte, Wert:178905.5710107082
4. Zeile und 27.Spalte, Wert:179644.01890467238
4. Zeile und 28.Spalte, Wert:179726.4032380761
4. Zeile und 29.Spalte, Wert:179109.2245584445
4. Zeile und 30.Spalte, Wert:180171.91615767658
4. Zeile und 31.Spalte, Wert:179548.91693463665
4. Zeile und 32.Spalte, Wert:180621.82229659046
4. Zeile und 33.Spalte, Wert:180663.82183317622
4. Zeile und 34.Spalte, Wert:180465.95024892717
4. Zeile und 35.Spalte, Wert:180947.20223581287
4. Zeile und 36.Spalte, Wert:181266.38752604116
4. Zeile und 37.Spalte, Wert:181766.2475849625
4. Zeile und 38.Spalte, Wert:181165.21259641848
4. Zeile und 39.Spalte, Wert:181615.40876022156
4. Zeile und 40.Spalte, Wert:182371.1597030121
4. Zeile und 41.Spalte, Wert:181627.5254116707
4. Zeile und 42.Spalte, Wert:182664.1780281051
4. Zeile und 43.Spalte, Wert:182856.97119579013
4. Zeile und 44.Spalte, Wert:181953.47170792206
4. Zeile und 45.Spalte, Wert:182636.48872413262
4. Zeile und 46.Spalte, Wert:182449.6060543956
4. Zeile und 47.Spalte, Wert:183309.35378166445
4. Zeile und 48.Spalte, Wert:182965.75987296875
4. Zeile und 49.Spalte, Wert:183535.33097906082
4. Zeile und 50.Spalte, Wert:182405.1519556188
4. Zeile und 51.Spalte, Wert:183013.93276144605
4. Zeile und 52.Spalte, Wert:183213.1980819948
4. Zeile und 53.Spalte, Wert:183073.35139544395
4. Zeile und 54.Spalte, Wert:183850.03039572484
4. Zeile und 55.Spalte, Wert:183832.42059547323
4. Zeile und 56.Spalte, Wert:183654.0760307381
4. Zeile und 57.Spalte, Wert:183696.3594346205
4. Zeile und 58.Spalte, Wert:183643.3869967939
4. Zeile und 59.Spalte, Wert:183607.83181452588
4. Zeile und 60.Spalte, Wert:183673.92341967035
4. Zeile und 61.Spalte, Wert:183665.38441192423
4. Zeile und 62.Spalte, Wert:183761.70851876194
4. Zeile und 63.Spalte, Wert:183664.9376528609
4. Zeile und 64.Spalte, Wert:183728.3127064389
4. Zeile und 65.Spalte, Wert:184632.37762587683
4. Zeile und 66.Spalte, Wert:183893.21367736266
4. Zeile und 67.Spalte, Wert:183770.02958481616
4. Zeile und 68.Spalte, Wert:183945.98725689226
4. Zeile und 69.Spalte, Wert:184042.39455428577
4. Zeile und 70.Spalte, Wert:183655.88700384533
4. Zeile und 71.Spalte, Wert:183689.06921504528
4. Zeile und 72.Spalte, Wert:183776.50229834524
4. Zeile und 73.Spalte, Wert:184035.88793915426
4. Zeile und 74.Spalte, Wert:184141.49526945958
4. Zeile und 75.Spalte, Wert:183930.37174977292
4. Zeile und 76.Spalte, Wert:184078.30700679083
4. Zeile und 77.Spalte, Wert:184151.0381673829
4. Zeile und 78.Spalte, Wert:183962.20179014723
4. Zeile und 79.Spalte, Wert:183617.93071992803
4. Zeile und 80.Spalte, Wert:183932.93015586832
4. Zeile und 81.Spalte, Wert:184173.45344559435
4. Zeile und 82.Spalte, Wert:204843.04075984072
4. Zeile und 83.Spalte, Wert:183764.74166198514
4. Zeile und 84.Spalte, Wert:183809.10950559896
4. Zeile und 85.Spalte, Wert:183808.9956227729
4. Zeile und 86.Spalte, Wert:183771.19414103226
4. Zeile und 87.Spalte, Wert:183747.90967883196
4. Zeile und 88.Spalte, Wert:183874.72954443956
4. Zeile und 89.Spalte, Wert:183484.18722174477
4. Zeile und 90.Spalte, Wert:183695.00313132236
4. Zeile und 91.Spalte, Wert:184349.28976440287
4. Zeile und 92.Spalte, Wert:183743.71147057562
4. Zeile und 93.Spalte, Wert:183642.41082689376
4. Zeile und 94.Spalte, Wert:183868.0703274414
4. Zeile und 95.Spalte, Wert:184221.12574717982
4. Zeile und 96.Spalte, Wert:183767.26212405044
4. Zeile und 97.Spalte, Wert:183652.06971794565
4. Zeile und 98.Spalte, Wert:183426.6449716922
4. Zeile und 99.Spalte, Wert:183736.39115776913
4. Zeile und 100.Spalte, Wert:183572.55039835768
5. Zeile und 0.Spalte, Wert:171877.4561333852
5. Zeile und 1.Spalte, Wert:172163.2769004345
5. Zeile und 2.Spalte, Wert:172208.84324811833
5. Zeile und 3.Spalte, Wert:173662.7326520167
5. Zeile und 4.Spalte, Wert:173023.2939075316
5. Zeile und 5.Spalte, Wert:172985.5890170495
5. Zeile und 6.Spalte, Wert:173563.74708032448
5. Zeile und 7.Spalte, Wert:173220.40454840218
5. Zeile und 8.Spalte, Wert:174181.2901407114
5. Zeile und 9.Spalte, Wert:174628.9939909109
5. Zeile und 10.Spalte, Wert:175038.5935395777
5. Zeile und 11.Spalte, Wert:174793.94229074428
5. Zeile und 12.Spalte, Wert:175040.97171236464
5. Zeile und 13.Spalte, Wert:175433.91774946693
5. Zeile und 14.Spalte, Wert:176558.05486641254
5. Zeile und 15.Spalte, Wert:176149.13223581965
5. Zeile und 16.Spalte, Wert:175863.25521070123
5. Zeile und 17.Spalte, Wert:177429.47610750105
5. Zeile und 18.Spalte, Wert:176017.9294006088
5. Zeile und 19.Spalte, Wert:176958.10963240432
5. Zeile und 20.Spalte, Wert:177830.70449719785
5. Zeile und 21.Spalte, Wert:176931.79562121947
5. Zeile und 22.Spalte, Wert:178189.34433739886
5. Zeile und 23.Spalte, Wert:178399.52122450125
5. Zeile und 24.Spalte, Wert:178206.07029842562
5. Zeile und 25.Spalte, Wert:177527.58262862603
5. Zeile und 26.Spalte, Wert:179258.4154453489
5. Zeile und 27.Spalte, Wert:179033.79062846565
5. Zeile und 28.Spalte, Wert:179607.84264141702
5. Zeile und 29.Spalte, Wert:179596.21962706177
5. Zeile und 30.Spalte, Wert:179883.86473143444
5. Zeile und 31.Spalte, Wert:180344.27117125638
5. Zeile und 32.Spalte, Wert:179752.22019454095
5. Zeile und 33.Spalte, Wert:180326.4878180488
5. Zeile und 34.Spalte, Wert:179679.3466018743
5. Zeile und 35.Spalte, Wert:179750.35220741783
5. Zeile und 36.Spalte, Wert:181306.99781490024
5. Zeile und 37.Spalte, Wert:180836.82380503308
5. Zeile und 38.Spalte, Wert:180587.67099555527
5. Zeile und 39.Spalte, Wert:181973.58019955343
5. Zeile und 40.Spalte, Wert:181404.87278462353
5. Zeile und 41.Spalte, Wert:182048.46877142796
5. Zeile und 42.Spalte, Wert:181649.2565054432
5. Zeile und 43.Spalte, Wert:182079.2252943464
5. Zeile und 44.Spalte, Wert:182497.66526444358
5. Zeile und 45.Spalte, Wert:181388.17269977363
5. Zeile und 46.Spalte, Wert:183437.35125646036
5. Zeile und 47.Spalte, Wert:183466.38858964565
5. Zeile und 48.Spalte, Wert:183024.4084371113
5. Zeile und 49.Spalte, Wert:183323.10933595482
5. Zeile und 50.Spalte, Wert:183115.27491563518
5. Zeile und 51.Spalte, Wert:183645.04969312917
5. Zeile und 52.Spalte, Wert:183664.68745430233
5. Zeile und 53.Spalte, Wert:184083.23225230444
5. Zeile und 54.Spalte, Wert:184269.06755092973
5. Zeile und 55.Spalte, Wert:183762.43807218937
5. Zeile und 56.Spalte, Wert:183899.60514997185
5. Zeile und 57.Spalte, Wert:184427.07583488745
5. Zeile und 58.Spalte, Wert:184032.35134067156
5. Zeile und 59.Spalte, Wert:183824.89766816577
5. Zeile und 60.Spalte, Wert:183893.87602818708
5. Zeile und 61.Spalte, Wert:183852.34018687505
5. Zeile und 62.Spalte, Wert:183783.42959342705
5. Zeile und 63.Spalte, Wert:183807.76814738745
5. Zeile und 64.Spalte, Wert:183862.42290316045
5. Zeile und 65.Spalte, Wert:183811.5415903705
5. Zeile und 66.Spalte, Wert:183797.25504155504
5. Zeile und 67.Spalte, Wert:183859.21993496217
5. Zeile und 68.Spalte, Wert:184031.04084812358
5. Zeile und 69.Spalte, Wert:184270.64277436916
5. Zeile und 70.Spalte, Wert:183872.29942342543
5. Zeile und 71.Spalte, Wert:184671.95749171832
5. Zeile und 72.Spalte, Wert:183983.91861644632
5. Zeile und 73.Spalte, Wert:205848.72860021883
5. Zeile und 74.Spalte, Wert:184034.5947975321
5. Zeile und 75.Spalte, Wert:184270.5142086858
5. Zeile und 76.Spalte, Wert:183875.21196346372
5. Zeile und 77.Spalte, Wert:184255.40944391763
5. Zeile und 78.Spalte, Wert:184092.52258937852
5. Zeile und 79.Spalte, Wert:184249.58895195983
5. Zeile und 80.Spalte, Wert:184267.1466432442
5. Zeile und 81.Spalte, Wert:184082.25312005746
5. Zeile und 82.Spalte, Wert:183837.88700855576
5. Zeile und 83.Spalte, Wert:183858.98517554833
5. Zeile und 84.Spalte, Wert:184825.91113990324
5. Zeile und 85.Spalte, Wert:183828.906858703
5. Zeile und 86.Spalte, Wert:184072.16355997857
5. Zeile und 87.Spalte, Wert:183804.1813724273
5. Zeile und 88.Spalte, Wert:183853.14280902804
5. Zeile und 89.Spalte, Wert:184232.0054437226
5. Zeile und 90.Spalte, Wert:183928.13187987191
5. Zeile und 91.Spalte, Wert:183743.2472652758
5. Zeile und 92.Spalte, Wert:184057.90406912853
5. Zeile und 93.Spalte, Wert:184004.24761863908
5. Zeile und 94.Spalte, Wert:183806.0238112477
5. Zeile und 95.Spalte, Wert:183821.2974300604
5. Zeile und 96.Spalte, Wert:184142.67050484937
5. Zeile und 97.Spalte, Wert:184349.35111818038
5. Zeile und 98.Spalte, Wert:183980.36202208122
5. Zeile und 99.Spalte, Wert:183852.5981271341
5. Zeile und 100.Spalte, Wert:184003.00765279733
6. Zeile und 0.Spalte, Wert:172399.5380117568
6. Zeile und 1.Spalte, Wert:173042.5405687524
6. Zeile und 2.Spalte, Wert:172012.19290827817
6. Zeile und 3.Spalte, Wert:173842.1474183924
6. Zeile und 4.Spalte, Wert:173208.41458043497
6. Zeile und 5.Spalte, Wert:172476.54958717714
6. Zeile und 6.Spalte, Wert:173427.85009399606
6. Zeile und 7.Spalte, Wert:173928.83276424243
6. Zeile und 8.Spalte, Wert:174198.61109270103
6. Zeile und 9.Spalte, Wert:175232.73440137922
6. Zeile und 10.Spalte, Wert:174506.68595195818
6. Zeile und 11.Spalte, Wert:175282.98327492818
6. Zeile und 12.Spalte, Wert:175646.9245572105
6. Zeile und 13.Spalte, Wert:175746.19759188415
6. Zeile und 14.Spalte, Wert:176198.6298495971
6. Zeile und 15.Spalte, Wert:176109.55959132052
6. Zeile und 16.Spalte, Wert:176660.5771254131
6. Zeile und 17.Spalte, Wert:177089.43016961488
6. Zeile und 18.Spalte, Wert:176108.20505598543
6. Zeile und 19.Spalte, Wert:177654.7661155122
6. Zeile und 20.Spalte, Wert:177426.11090196413
6. Zeile und 21.Spalte, Wert:178192.337108429
6. Zeile und 22.Spalte, Wert:177274.0674564901
6. Zeile und 23.Spalte, Wert:178265.26892368376
6. Zeile und 24.Spalte, Wert:177823.27165170183
6. Zeile und 25.Spalte, Wert:178277.63584098234
6. Zeile und 26.Spalte, Wert:179305.87112124098
6. Zeile und 27.Spalte, Wert:179673.40770008048
6. Zeile und 28.Spalte, Wert:180151.8145084048
6. Zeile und 29.Spalte, Wert:179459.31417427282
6. Zeile und 30.Spalte, Wert:179589.55181580607
6. Zeile und 31.Spalte, Wert:179609.02390387247
6. Zeile und 32.Spalte, Wert:179683.55527737818
6. Zeile und 33.Spalte, Wert:179917.05003682128
6. Zeile und 34.Spalte, Wert:180965.9761901867
6. Zeile und 35.Spalte, Wert:180661.7716836757
6. Zeile und 36.Spalte, Wert:181285.59687342012
6. Zeile und 37.Spalte, Wert:181710.93446675697
6. Zeile und 38.Spalte, Wert:180516.3258410527
6. Zeile und 39.Spalte, Wert:181731.50088349043
6. Zeile und 40.Spalte, Wert:181122.51982324547
6. Zeile und 41.Spalte, Wert:182413.30991104056
6. Zeile und 42.Spalte, Wert:181578.44228438934
6. Zeile und 43.Spalte, Wert:181823.41075449405
6. Zeile und 44.Spalte, Wert:182199.11113516337
6. Zeile und 45.Spalte, Wert:182434.87147149417
6. Zeile und 46.Spalte, Wert:182688.46220806838
6. Zeile und 47.Spalte, Wert:183602.6540800781
6. Zeile und 48.Spalte, Wert:181793.00000285672
6. Zeile und 49.Spalte, Wert:183134.57655731853
6. Zeile und 50.Spalte, Wert:183525.81901338111
6. Zeile und 51.Spalte, Wert:183357.82994513467
6. Zeile und 52.Spalte, Wert:182914.47841670865
6. Zeile und 53.Spalte, Wert:182705.54833337764
6. Zeile und 54.Spalte, Wert:183933.18969795585
6. Zeile und 55.Spalte, Wert:183378.83554979053
6. Zeile und 56.Spalte, Wert:183556.3933242334
6. Zeile und 57.Spalte, Wert:183608.17174990475
6. Zeile und 58.Spalte, Wert:183822.48729331515
6. Zeile und 59.Spalte, Wert:183606.94969788907
6. Zeile und 60.Spalte, Wert:183892.8505855936
6. Zeile und 61.Spalte, Wert:184214.28742685958
6. Zeile und 62.Spalte, Wert:183531.22896713513
6. Zeile und 63.Spalte, Wert:183744.52811251912
6. Zeile und 64.Spalte, Wert:183565.20233979242
6. Zeile und 65.Spalte, Wert:184038.58897594723
6. Zeile und 66.Spalte, Wert:183792.98972894103
6. Zeile und 67.Spalte, Wert:183614.95617500384
6. Zeile und 68.Spalte, Wert:183768.63794241214
6. Zeile und 69.Spalte, Wert:183906.27896690983
6. Zeile und 70.Spalte, Wert:184234.32421058667
6. Zeile und 71.Spalte, Wert:206090.08975456568
6. Zeile und 72.Spalte, Wert:183695.307659719
6. Zeile und 73.Spalte, Wert:183890.39247911694
6. Zeile und 74.Spalte, Wert:183886.49267511794
6. Zeile und 75.Spalte, Wert:183827.78745469355
6. Zeile und 76.Spalte, Wert:183604.52892517814
6. Zeile und 77.Spalte, Wert:184431.00166997506
6. Zeile und 78.Spalte, Wert:183586.54983217397
6. Zeile und 79.Spalte, Wert:183570.24701317205
6. Zeile und 80.Spalte, Wert:183631.21366345556
6. Zeile und 81.Spalte, Wert:183735.56278295867
6. Zeile und 82.Spalte, Wert:183572.8955231023
6. Zeile und 83.Spalte, Wert:183796.0609080601
6. Zeile und 84.Spalte, Wert:183605.0012236066
6. Zeile und 85.Spalte, Wert:183743.03717682106
6. Zeile und 86.Spalte, Wert:183942.9639953804
6. Zeile und 87.Spalte, Wert:183531.7001064817
6. Zeile und 88.Spalte, Wert:183631.6469924066
6. Zeile und 89.Spalte, Wert:184068.17936946277
6. Zeile und 90.Spalte, Wert:183566.68496324128
6. Zeile und 91.Spalte, Wert:183580.77771960132
6. Zeile und 92.Spalte, Wert:183568.48581087022
6. Zeile und 93.Spalte, Wert:184204.92745261476
6. Zeile und 94.Spalte, Wert:183903.2530090899
6. Zeile und 95.Spalte, Wert:183601.58039820555
6. Zeile und 96.Spalte, Wert:184080.65772649724
6. Zeile und 97.Spalte, Wert:183560.38137821594
6. Zeile und 98.Spalte, Wert:183765.68475817417
6. Zeile und 99.Spalte, Wert:183692.80135872698
6. Zeile und 100.Spalte, Wert:183557.26636579886
7. Zeile und 0.Spalte, Wert:172142.48189111496
7. Zeile und 1.Spalte, Wert:171928.30328727633
7. Zeile und 2.Spalte, Wert:172162.1240559349
7. Zeile und 3.Spalte, Wert:172556.9023927479
7. Zeile und 4.Spalte, Wert:173111.8665386002
7. Zeile und 5.Spalte, Wert:173351.30034277265
7. Zeile und 6.Spalte, Wert:174369.78667164448
7. Zeile und 7.Spalte, Wert:173522.13601466356
7. Zeile und 8.Spalte, Wert:175143.821380647
7. Zeile und 9.Spalte, Wert:173829.99739076933
7. Zeile und 10.Spalte, Wert:175299.6033084208
7. Zeile und 11.Spalte, Wert:174183.24222801902
7. Zeile und 12.Spalte, Wert:175498.16785867466
7. Zeile und 13.Spalte, Wert:174686.4722423885
7. Zeile und 14.Spalte, Wert:175607.90939592104
7. Zeile und 15.Spalte, Wert:175984.8442541428
7. Zeile und 16.Spalte, Wert:175880.44298039423
7. Zeile und 17.Spalte, Wert:176375.73514345346
7. Zeile und 18.Spalte, Wert:176222.22778439688
7. Zeile und 19.Spalte, Wert:177960.20066747683
7. Zeile und 20.Spalte, Wert:177169.90293878794
7. Zeile und 21.Spalte, Wert:177534.29091199572
7. Zeile und 22.Spalte, Wert:176376.60644758592
7. Zeile und 23.Spalte, Wert:177105.61604469307
7. Zeile und 24.Spalte, Wert:177609.54928241513
7. Zeile und 25.Spalte, Wert:177707.24515254545
7. Zeile und 26.Spalte, Wert:179283.0921318895
7. Zeile und 27.Spalte, Wert:178636.14417164878
7. Zeile und 28.Spalte, Wert:179841.72958127095
7. Zeile und 29.Spalte, Wert:178702.59251859982
7. Zeile und 30.Spalte, Wert:179718.6226061464
7. Zeile und 31.Spalte, Wert:180467.0420187591
7. Zeile und 32.Spalte, Wert:180866.25894733454
7. Zeile und 33.Spalte, Wert:179454.38103558865
7. Zeile und 34.Spalte, Wert:179588.94027908047
7. Zeile und 35.Spalte, Wert:180729.48346856295
7. Zeile und 36.Spalte, Wert:180486.6610606171
7. Zeile und 37.Spalte, Wert:181487.37849757102
7. Zeile und 38.Spalte, Wert:180377.7311685407
7. Zeile und 39.Spalte, Wert:181478.22895347356
7. Zeile und 40.Spalte, Wert:180705.2362557688
7. Zeile und 41.Spalte, Wert:181916.42376042865
7. Zeile und 42.Spalte, Wert:181230.05298235329
7. Zeile und 43.Spalte, Wert:182195.4496238953
7. Zeile und 44.Spalte, Wert:182250.91807283968
7. Zeile und 45.Spalte, Wert:181984.1819480006
7. Zeile und 46.Spalte, Wert:183560.65659785306
7. Zeile und 47.Spalte, Wert:182487.74685333463
7. Zeile und 48.Spalte, Wert:182628.58773812366
7. Zeile und 49.Spalte, Wert:183657.93847721178
7. Zeile und 50.Spalte, Wert:183192.28550654603
7. Zeile und 51.Spalte, Wert:183516.0840997408
7. Zeile und 52.Spalte, Wert:183648.96724816712
7. Zeile und 53.Spalte, Wert:183330.7608619528
7. Zeile und 54.Spalte, Wert:183933.2910688933
7. Zeile und 55.Spalte, Wert:183049.47670039337
7. Zeile und 56.Spalte, Wert:183396.28356973792
7. Zeile und 57.Spalte, Wert:183497.2734914117
7. Zeile und 58.Spalte, Wert:183488.58819863497
7. Zeile und 59.Spalte, Wert:184040.20201491963
7. Zeile und 60.Spalte, Wert:183552.88404519824
7. Zeile und 61.Spalte, Wert:183561.0097962487
7. Zeile und 62.Spalte, Wert:203839.45677418823
7. Zeile und 63.Spalte, Wert:183787.79735270154
7. Zeile und 64.Spalte, Wert:183858.644869425
7. Zeile und 65.Spalte, Wert:183484.01195432123
7. Zeile und 66.Spalte, Wert:183634.60664052342
7. Zeile und 67.Spalte, Wert:183473.14580906095
7. Zeile und 68.Spalte, Wert:182735.12028827574
7. Zeile und 69.Spalte, Wert:183948.85279242508
7. Zeile und 70.Spalte, Wert:183736.6126717246
7. Zeile und 71.Spalte, Wert:183631.1269622615
7. Zeile und 72.Spalte, Wert:183638.75844317127
7. Zeile und 73.Spalte, Wert:183609.69250304482
7. Zeile und 74.Spalte, Wert:183801.12770506158
7. Zeile und 75.Spalte, Wert:184505.8115689717
7. Zeile und 76.Spalte, Wert:183647.3633549478
7. Zeile und 77.Spalte, Wert:183537.8701626987
7. Zeile und 78.Spalte, Wert:183518.87380797204
7. Zeile und 79.Spalte, Wert:183523.43911511826
7. Zeile und 80.Spalte, Wert:183869.31787038784
7. Zeile und 81.Spalte, Wert:183698.0658556924
7. Zeile und 82.Spalte, Wert:183509.21233388584
7. Zeile und 83.Spalte, Wert:183952.06918446536
7. Zeile und 84.Spalte, Wert:183547.83757828712
7. Zeile und 85.Spalte, Wert:184320.5053642597
7. Zeile und 86.Spalte, Wert:183635.47242417734
7. Zeile und 87.Spalte, Wert:183612.33546151395
7. Zeile und 88.Spalte, Wert:183483.18866784094
7. Zeile und 89.Spalte, Wert:184000.92501980797
7. Zeile und 90.Spalte, Wert:183743.10408653558
7. Zeile und 91.Spalte, Wert:183973.11779755095
7. Zeile und 92.Spalte, Wert:183794.13975612225
7. Zeile und 93.Spalte, Wert:183999.05717967654
7. Zeile und 94.Spalte, Wert:183912.90952275813
7. Zeile und 95.Spalte, Wert:183547.20616445297
7. Zeile und 96.Spalte, Wert:183827.59698351513
7. Zeile und 97.Spalte, Wert:184206.55523963392
7. Zeile und 98.Spalte, Wert:183534.6573992444
7. Zeile und 99.Spalte, Wert:183675.68841511835
7. Zeile und 100.Spalte, Wert:183722.52092731016
8. Zeile und 0.Spalte, Wert:171896.28896324814
8. Zeile und 1.Spalte, Wert:170973.76468299297
8. Zeile und 2.Spalte, Wert:172261.09460468634
8. Zeile und 3.Spalte, Wert:173250.92121277272
8. Zeile und 4.Spalte, Wert:173427.09739935174
8. Zeile und 5.Spalte, Wert:172886.5632355396
8. Zeile und 6.Spalte, Wert:174090.2566408402
8. Zeile und 7.Spalte, Wert:173684.9173760954
8. Zeile und 8.Spalte, Wert:173612.3169178199
8. Zeile und 9.Spalte, Wert:174553.05480585076
8. Zeile und 10.Spalte, Wert:174792.10746601853
8. Zeile und 11.Spalte, Wert:174088.5073904008
8. Zeile und 12.Spalte, Wert:174452.77480495235
8. Zeile und 13.Spalte, Wert:174943.46401984975
8. Zeile und 14.Spalte, Wert:176012.73775805093
8. Zeile und 15.Spalte, Wert:175598.3605866494
8. Zeile und 16.Spalte, Wert:176558.72650863792
8. Zeile und 17.Spalte, Wert:176713.69704639388
8. Zeile und 18.Spalte, Wert:175997.6436701059
8. Zeile und 19.Spalte, Wert:177891.6777801902
8. Zeile und 20.Spalte, Wert:177977.36506041035
8. Zeile und 21.Spalte, Wert:177947.296065771
8. Zeile und 22.Spalte, Wert:178172.81020397824
8. Zeile und 23.Spalte, Wert:178771.30472769262
8. Zeile und 24.Spalte, Wert:178028.78932428776
8. Zeile und 25.Spalte, Wert:178018.2718614619
8. Zeile und 26.Spalte, Wert:179113.57027122332
8. Zeile und 27.Spalte, Wert:179787.96270458354
8. Zeile und 28.Spalte, Wert:179131.21789757034
8. Zeile und 29.Spalte, Wert:179063.4542247637
8. Zeile und 30.Spalte, Wert:179473.97146350332
8. Zeile und 31.Spalte, Wert:180537.1921367919
8. Zeile und 32.Spalte, Wert:180344.67054563217
8. Zeile und 33.Spalte, Wert:180272.1772377723
8. Zeile und 34.Spalte, Wert:180393.2665029462
8. Zeile und 35.Spalte, Wert:180405.21621882485
8. Zeile und 36.Spalte, Wert:181389.75281413968
8. Zeile und 37.Spalte, Wert:180059.3894675188
8. Zeile und 38.Spalte, Wert:180580.55216217178
8. Zeile und 39.Spalte, Wert:180802.2370180699
8. Zeile und 40.Spalte, Wert:181254.24138551007
8. Zeile und 41.Spalte, Wert:181682.30583795535
8. Zeile und 42.Spalte, Wert:182112.82211766968
8. Zeile und 43.Spalte, Wert:183014.92828744318
8. Zeile und 44.Spalte, Wert:182676.5498851725
8. Zeile und 45.Spalte, Wert:181932.55218197952
8. Zeile und 46.Spalte, Wert:183062.92733681414
8. Zeile und 47.Spalte, Wert:182192.38112100982
8. Zeile und 48.Spalte, Wert:182646.42503043028
8. Zeile und 49.Spalte, Wert:182770.46775695772
8. Zeile und 50.Spalte, Wert:182845.6940811793
8. Zeile und 51.Spalte, Wert:182691.54273597302
8. Zeile und 52.Spalte, Wert:183270.76528585085
8. Zeile und 53.Spalte, Wert:183801.30143873583
8. Zeile und 54.Spalte, Wert:183390.35525152352
8. Zeile und 55.Spalte, Wert:184241.26815075093
8. Zeile und 56.Spalte, Wert:183656.53176916394
8. Zeile und 57.Spalte, Wert:184230.34667873784
8. Zeile und 58.Spalte, Wert:183286.2512770146
8. Zeile und 59.Spalte, Wert:183501.96368044545
8. Zeile und 60.Spalte, Wert:183680.51042498247
8. Zeile und 61.Spalte, Wert:184079.32683564373
8. Zeile und 62.Spalte, Wert:183584.97639016405
8. Zeile und 63.Spalte, Wert:183691.8477071553
8. Zeile und 64.Spalte, Wert:183534.8159091319
8. Zeile und 65.Spalte, Wert:183651.01395239902
8. Zeile und 66.Spalte, Wert:183873.6645217206
8. Zeile und 67.Spalte, Wert:183742.83931542188
8. Zeile und 68.Spalte, Wert:205213.01135308103
8. Zeile und 69.Spalte, Wert:183687.96583358623
8. Zeile und 70.Spalte, Wert:184155.6467002091
8. Zeile und 71.Spalte, Wert:183627.71291923142
8. Zeile und 72.Spalte, Wert:183621.14837600305
8. Zeile und 73.Spalte, Wert:183855.71790748983
8. Zeile und 74.Spalte, Wert:184016.48027144422
8. Zeile und 75.Spalte, Wert:184046.89329261266
8. Zeile und 76.Spalte, Wert:183637.5741113012
8. Zeile und 77.Spalte, Wert:183585.66721405703
8. Zeile und 78.Spalte, Wert:183568.2125042813
